slot,time,active_pms,total_containers,containers_finished,violations,avg_cpu_util,energy_kwh,power_watts,rl_reward,rl_epsilon,slot_violations,migrations
52,1560,2,288,107,36,0.21176470588235294,1.927427912341407,231.29134948096885,-11.312913494809688,0.5283331037437361,1,0
53,1590,2,286,109,38,0.29364800001008873,2.0923763944331926,251.08516733198311,-21.51085167331983,0.5230497727062987,2,0
54,1620,2,285,112,41,0.20955882352941177,1.923478950403691,230.8174740484429,-31.30817474048443,0.5178192749792357,3,0
55,1650,2,292,113,42,0.230827143143947,1.9626345487946208,235.51614585535452,-11.355161458553544,0.5126410822294434,1,0
56,1680,2,299,119,48,0.22473433379768754,1.9511709446317664,234.14051335581195,-61.34140513355812,0.5075146714071489,6,0
57,1710,2,311,119,48,0.22867647058823531,1.9585654555940026,235.0278546712803,-1.350278546712803,0.5024395246930774,0,0
58,1740,2,321,119,48,0.2360294117647059,1.9725792964244522,236.70951557093426,-1.3670951557093425,0.49741512944614663,0,0
59,1770,2,332,123,52,0.24835565071841903,1.996718511795664,239.6062214154797,-41.396062214154796,0.49244097815168514,4,0
60,1800,2,339,125,54,0.24926470588235294,1.9985308535178778,239.82370242214535,-21.398237024221455,0.48751656837016827,2,0
61,1830,2,347,127,56,0.25514705882352945,2.01036476355248,241.2437716262976,-21.412437716262975,0.4826414026864666,2,0
62,1860,2,358,129,58,0.26323529411764707,2.026937716262976,243.23252595155708,-21.432325259515572,0.4778149886596019,2,0
63,1890,2,361,130,59,0.26581720057704866,2.0323015580450163,243.87618696540196,-11.43876186965402,0.4730368387730059,1,0
64,1920,2,366,132,61,0.2691176470588235,2.0392099192618223,244.70519031141868,-21.447051903114186,0.46830647038527584,2,0
65,1950,2,363,135,64,0.2669117647058824,2.0345862168396773,244.15034602076128,-31.441503460207613,0.4636234056814231,3,0
66,1980,2,365,136,65,0.26838235294117646,2.0376658016147635,244.51989619377161,-11.445198961937717,0.45898717162460884,1,0
67,2010,2,370,137,66,0.27205882352941174,2.0454152249134947,245.44982698961937,-11.454498269896193,0.45439729990836275,1,0
68,2040,2,382,140,69,0.28088235294117647,2.064307958477509,247.71695501730105,-31.47716955017301,0.4498533269092791,3,0
69,2070,2,391,142,71,0.28750000000000003,2.07875,249.45,-21.4945,0.4453547936401863,2,0
70,2100,2,397,142,71,0.29191176470588237,2.088507785467128,250.62093425605536,-1.5062093425605534,0.4409012457037845,0,0
71,2130,2,408,142,71,0.30000000000000004,2.106666666666667,252.8,-1.528,0.43649223324674663,0,0
72,2160,2,414,145,74,0.3044117647058824,2.1167185697808533,254.0062283737024,-31.540062283737022,0.43212731091427914,3,0
73,2190,2,424,150,77,0.311764705882353,2.133702422145329,256.04429065743943,-32.560442906574394,0.4278060378051363,3,0
74,2220,2,432,157,81,0.31764705882352945,2.1474971164936565,257.69965397923875,-42.57699653979239,0.423527977427085,4,0
75,2250,2,439,160,84,0.32279411764705884,2.159718858131488,259.1662629757785,-31.591662629757785,0.41929269765281413,3,0
76,2280,2,448,164,85,0.3294117647058824,2.175640138408305,261.0768166089965,-12.610768166089965,0.415099770676286,1,0
77,2310,1,457,169,86,0.7785956639070766,1.4970060265389595,179.64072318467515,-12.680521614323201,0.41094877296952315,1,1
78,2340,2,460,174,87,0.5282563025210084,2.418482716616058,290.217925993927,-12.90217925993927,0.40683928523982793,1,0
79,2370,2,466,181,91,0.4815927955096744,2.3483742735301765,281.8049128236212,-42.81804912823621,0.40277089238742964,4,0
80,2400,1,467,185,92,0.7496155988450331,1.457820896969543,174.93850763634515,-12.677400812159991,0.39874318346355536,1,2
81,2430,1,467,188,95,0.6867647058823529,1.3766854094579006,165.2022491349481,-31.65202249134948,0.3947557516289198,3,0
82,2460,1,467,190,97,0.6867647058823529,1.3766854094579006,165.2022491349481,-21.65202249134948,0.39080819411263057,2,0
83,2490,2,477,194,99,0.5072478991596638,2.394459577948827,287.3351493538592,-22.873351493538593,0.3869001121715043,2,0
84,2520,2,475,200,100,0.3492647058823529,2.2248053633217992,266.9766435986159,-12.669766435986158,0.3830311110497892,1,0
85,2550,2,476,200,100,0.35000000000000003,2.226666666666667,267.20000000000005,-1.6720000000000002,0.3792007999392913,0,0
86,2580,2,478,207,104,0.35147058823529415,2.230397923875433,267.64775086505193,-42.67647750865052,0.37540879193989835,4,0
87,2610,2,483,215,107,0.42197881059112385,2.3489942340131496,281.87930808157796,-32.75279026606529,0.3716547040204994,3,1
88,2640,2,494,218,110,0.7214993072315958,2.8420730576170397,341.0487669140448,-33.410487669140444,0.36793815698029436,3,0
89,2670,2,496,221,112,0.4772002231168795,2.360870570891314,283.30446850695773,-22.833044685069577,0.3642587754104914,2,0
90,2700,2,507,225,114,0.6235973804975463,2.6123243615122598,313.4789233814712,-23.13478923381471,0.3606161876563865,2,0
91,2730,2,497,235,119,0.46907748391629916,2.349400792274812,281.9280950729775,-52.81928095072978,0.3570100257798226,5,0
92,2760,2,481,252,126,0.47844476026319444,2.3562913240129815,282.7549588815578,-72.82754958881557,0.35343992552202436,7,0
93,2790,2,482,263,133,0.4543556047774463,2.3255013895459946,279.0601667455193,-72.79060166745519,0.3499055262668041,7,0
94,2820,2,481,268,134,0.4942911324651953,2.3800055076397006,285.60066091676407,-12.85600660916764,0.3464064710041361,1,0
95,2850,2,489,272,135,0.5016692679243299,2.3947080216849725,287.36496260219667,-12.873649626021967,0.3429424062940947,1,0
96,2880,2,494,279,139,0.5630467048542007,2.4948020754922906,299.3762490590749,-42.99376249059075,0.3395129822311538,4,0
97,2910,2,502,285,144,0.4816977496684565,2.3687539254284133,284.2504710514096,-52.84250471051409,0.33611785240884223,5,0
98,2940,2,500,290,146,0.6661764705882354,2.705645905420992,324.67750865051903,-23.24677508650519,0.33275667388475383,2,0
99,2970,2,501,298,152,0.4758986928104575,2.361010099391972,283.32121192703664,-62.833212119270364,0.3294291071459063,6,0
100,3000,2,505,304,157,0.5367841581076875,2.4502190864645703,294.02629037574843,-52.940262903757485,0.3261348160744472,5,0
101,3030,2,508,313,165,0.5533475118442439,2.476053355766658,297.126402691999,-82.97126402692,0.32287346791370275,8,0
102,3060,2,503,322,173,0.5540416830365962,2.4763527994841095,297.1623359380932,-82.97162335938093,0.3196447332345657,8,0
103,3090,2,505,327,176,0.54952037539393,2.4688585993220675,296.2630319186481,-32.96263031918648,0.3164482859022201,3,0
104,3120,2,506,335,182,0.5529755296111459,2.47480278180788,296.9763338169456,-62.96976333816946,0.31328380304319786,6,0
105,3150,2,509,345,189,0.5679184999750774,2.5006995964356427,300.0839515722771,-73.00083951572277,0.3101509650127659,7,0
106,3180,2,509,358,196,0.5468326225697885,2.4630312192370587,295.5637463084471,-72.95563746308447,0.3070494553626382,7,0
107,3210,2,511,365,201,0.6094885226818985,2.580683054845289,309.68196658143466,-53.096819665814344,0.3039789608090118,5,0
108,3240,2,506,374,205,0.5476202387112981,2.464993256003172,295.7991907203807,-42.957991907203805,0.30093917120092173,4,0
109,3270,2,491,392,213,0.512201480092739,2.4058282794452377,288.6993935334285,-82.88699393533427,0.2979297794889125,8,0
110,3300,2,493,396,215,0.5215370180363388,2.4216167242264737,290.5940069071769,-22.905940069071768,0.2949504816940234,2,0
111,3330,2,485,406,219,0.5396889308699913,2.4497092162646057,293.96510595175266,-42.93965105951753,0.29200097687708315,4,0
112,3360,2,481,414,223,0.40865323938969167,2.3646490472829997,283.75788567395995,-42.7313057432696,0.2890809671083123,4,3
113,3390,2,473,423,230,0.34779411764705886,2.221091407151096,266.5309688581315,-72.66530968858132,0.2861901574372292,7,0
114,3420,2,464,432,239,0.34117647058823536,2.2045213379469435,264.5425605536332,-91.64542560553633,0.2833282558628569,9,0
115,3450,2,461,438,245,0.33897058823529413,2.1990498846597464,263.88598615916953,-61.6388598615917,0.28049497330422835,6,0
116,3480,2,452,450,257,0.33235294117647063,2.182791234140715,261.9349480968858,-121.61934948096886,0.27769002357118605,12,0
117,3510,2,456,459,261,0.33529411764705885,2.1899884659746256,262.79861591695504,-42.62798615916955,0.2749131233354742,4,0
118,3540,2,455,467,269,0.33455882352941174,2.1881848327566322,262.58217993079586,-81.62582179930796,0.27216399210211945,8,0
119,3570,2,462,473,274,0.5220588235294118,2.408690888119954,289.04290657439446,-52.890429065743945,0.26944235218109824,5,0
120,3600,2,466,483,281,0.4322058823529412,2.2824717993079586,273.896615916955,-72.73896615916955,0.26674792865928726,7,0
121,3630,1,461,490,284,0.78932059450322,1.5117915321056843,181.41498385268213,-32.68936781101097,0.26408044937269437,3,3
122,3660,2,458,494,287,0.33676470588235297,2.1936043829296428,263.23252595155714,-32.63232525951557,0.2614396448789674,3,0
123,3690,2,456,500,292,0.33529411764705885,2.1899884659746256,262.79861591695504,-51.62798615916955,0.25882524843017773,5,0
124,3720,2,460,508,296,0.3382352941176471,2.1972318339100347,263.66782006920414,-42.63667820069204,0.25623699594587596,4,0
125,3750,2,465,515,300,0.40221641796785107,2.255150303336304,270.61803640035646,-42.706180364003565,0.2536746259864172,4,0
126,3780,2,471,519,301,0.3463235294117647,2.217388985005767,266.08667820069206,-12.66086678200692,0.25113787972655305,1,0
127,3810,2,474,523,305,0.3485294117647059,2.222946943483276,266.75363321799307,-41.66753633217993,0.2486265009292875,4,0
128,3840,2,473,531,313,0.34779411764705886,2.221091407151096,266.5309688581315,-81.66530968858132,0.24614023591999462,8,0
129,3870,2,478,538,317,0.47091171874655396,2.346260195778358,281.551223493403,-42.815512234934026,0.24367883356079467,4,0
130,3900,2,476,546,323,0.35000000000000003,2.226666666666667,267.20000000000005,-62.672,0.24124204522518672,6,0
131,3930,2,487,548,324,0.5459033613445379,2.4627041699032555,295.52450038839066,-12.955245003883906,0.23882962477293485,1,0
132,3960,2,487,556,328,0.5043031709775585,2.398540725142129,287.8248870170555,-42.87824887017056,0.2364413285252055,4,0
133,3990,2,480,564,332,0.35294117647058826,2.2341407151095733,268.0968858131488,-42.680968858131486,0.23407691523995344,4,0
134,4020,2,479,571,339,0.3522058823529412,2.232267877739331,267.87214532871974,-71.6787214532872,0.2317361460875539,7,0
135,4050,2,484,580,344,0.5291690193279298,2.434442617276206,292.1331140731447,-52.921331140731446,0.22941878462667836,5,0
136,4080,2,492,586,349,0.47511125829822826,2.3562967149026104,282.7556057883133,-52.827556057883136,0.22712459678041158,5,0
137,4110,2,491,594,355,0.6630200298495157,2.6974279759108457,323.69135710930146,-63.23691357109301,0.22485335081260746,6,0
138,4140,2,481,605,361,0.4501328847128889,2.320159508744392,278.41914104932704,-62.784191410493264,0.2226048173044814,6,0
139,4170,2,477,613,364,0.3507352941176471,2.228530853517878,267.4237024221453,-32.674237024221455,0.22037876913143659,3,0
140,4200,2,474,622,373,0.3485294117647059,2.222946943483276,266.75363321799307,-91.66753633217994,0.2181749814401222,9,0
141,4230,2,469,631,382,0.34485294117647064,2.213698096885813,265.6437716262976,-91.65643771626297,0.21599323162572098,9,0
142,4260,2,474,640,386,0.462264634772127,2.3314356390046487,279.77227668055787,-42.79772276680558,0.21383329930946376,4,0
143,4290,2,482,647,388,0.4920721705814977,2.376025071556599,285.1230085867919,-22.85123008586792,0.21169496631636914,2,0
144,4320,2,471,659,397,0.41658556588370044,2.3343464902434072,280.1215788292089,-92.7302896382604,0.20957801665320544,9,1
145,4350,2,465,672,406,0.45734439018758155,2.317073742829159,278.04884913949905,-92.78048849139499,0.20748223648667338,9,0
146,4380,2,464,685,416,0.4180318719178283,2.2693247597488826,272.3189711698659,-102.72318971169867,0.20540741412180666,10,0
147,4410,2,467,691,418,0.34338235294117647,2.210018742791234,265.2022491349481,-22.65202249134948,0.20335333998058858,2,0
148,4440,2,466,697,424,0.3426470588235294,2.2081833910034603,264.9820069204152,-61.649820069204154,0.2013198065807827,6,0
149,4470,2,466,703,430,0.3426470588235294,2.2081833910034603,264.9820069204152,-61.649820069204154,0.19930660851497486,6,0
150,4500,2,457,713,440,0.3360294117647059,2.191794982698962,263.0153979238754,-101.63015397923876,0.1973135424298251,10,0
151,4530,2,459,723,448,0.4996705078172402,2.372298135580051,284.6757762696061,-82.84675776269606,0.19534040700552685,8,0
152,4560,2,462,728,451,0.3397058823529412,2.2008708189158015,264.1044982698962,-32.64104498269896,0.1933870029354716,3,0
153,4590,2,464,735,457,0.34117647058823536,2.2045213379469435,264.5425605536332,-62.64542560553633,0.19145313290611687,6,0
154,4620,2,461,738,460,0.33897058823529413,2.1990498846597464,263.88598615916953,-31.638859861591694,0.1895386015770557,3,0
155,4650,2,459,745,467,0.3375,2.1954166666666666,263.45,-71.6345,0.18764321556128516,7,0
156,4680,2,456,750,472,0.33529411764705885,2.1899884659746256,262.79861591695504,-51.62798615916955,0.1857667834056723,5,0
157,4710,2,444,763,485,0.3264705882352942,2.1685351787773937,260.2242214532872,-131.60224221453288,0.18390911557161557,13,0
158,4740,2,447,768,490,0.3286764705882353,2.173859573241061,260.86314878892733,-51.60863148788928,0.18207002441589942,5,0
159,4770,2,453,773,493,0.3330882352941177,2.1845862168396772,262.1503460207613,-32.62150346020761,0.18024932417174042,3,0
160,4800,1,459,782,497,0.7956927453340816,1.5206488784295522,182.47786541154628,-42.69312969699834,0.178446830930023,4,1
161,4830,2,457,792,505,0.6194318063926509,2.593773882005416,311.25286584064986,-83.1125286584065,0.17666236262072277,8,0
162,4860,2,450,804,514,0.40935951486076205,2.245007612444299,269.4009134933159,-92.69400913493315,0.17489573899451555,9,0
163,4890,2,443,816,523,0.32573529411764707,2.166766147635525,260.011937716263,-92.60011937716263,0.1731467816045704,9,0
164,4920,2,443,821,528,0.32573529411764707,2.166766147635525,260.011937716263,-51.60011937716263,0.17141531378852468,5,0
165,4950,2,451,828,532,0.45046116804956393,2.296234286242859,275.5481143491431,-42.75548114349143,0.16970116065063942,4,0
166,4980,2,456,836,538,0.4388380625618102,2.2840188646014763,274.08226375217714,-62.740822637521774,0.16800414904413302,6,0
167,5010,2,459,846,545,0.46107091885989415,2.314394071000706,277.7272885200847,-72.77727288520086,0.1663241075536917,7,0
168,5040,2,443,862,556,0.3258025591225865,2.1669278594972616,260.0313431396714,-112.60031343139671,0.16466086647815478,11,0
169,5070,2,448,865,559,0.3294117647058824,2.175640138408305,261.0768166089965,-31.610768166089965,0.16301425781337323,3,0
170,5100,2,453,873,563,0.3330882352941177,2.1845862168396772,262.1503460207613,-42.62150346020761,0.1613841152352395,4,0
171,5130,2,448,879,569,0.3294117647058824,2.175640138408305,261.0768166089965,-61.61076816608997,0.1597702740828871,6,0
172,5160,2,444,884,574,0.3264705882352942,2.1685351787773937,260.2242214532872,-51.60224221453287,0.15817257134205823,5,0
173,5190,2,448,888,578,0.3294117647058824,2.175640138408305,261.0768166089965,-41.61076816608997,0.15659084562863765,4,0
174,5220,2,448,892,582,0.3294117647058824,2.175640138408305,261.0768166089965,-41.61076816608997,0.15502493717235127,4,0
175,5250,2,444,899,589,0.3264705882352942,2.1685351787773937,260.2242214532872,-71.60224221453288,0.15347468780062776,7,0
176,5280,2,448,905,595,0.3294117647058824,2.175640138408305,261.0768166089965,-61.61076816608997,0.15193994092262147,6,0
177,5310,2,445,913,603,0.3272058823529412,2.1703070934256057,260.4368512110727,-81.60436851211072,0.15042054151339526,8,0
178,5340,2,444,921,611,0.3264705882352942,2.1685351787773937,260.2242214532872,-81.60224221453288,0.1489163360982613,8,0
179,5370,2,443,931,621,0.32573529411764707,2.166766147635525,260.011937716263,-101.60011937716263,0.14742717273727868,10,0
180,5400,2,448,939,625,0.3294117647058824,2.175640138408305,261.0768166089965,-42.61076816608997,0.14595290100990588,4,0
181,5430,2,453,948,629,0.3330882352941177,2.1845862168396772,262.1503460207613,-42.62150346020761,0.14449337199980683,4,0
182,5460,2,449,957,638,0.33014705882352946,2.1774235870818917,261.290830449827,-91.61290830449828,0.14304843827980876,9,0
183,5490,2,443,964,645,0.32573529411764707,2.166766147635525,260.011937716263,-71.60011937716263,0.14161795389701068,7,0
184,5520,2,438,973,654,0.3220588235294118,2.157964244521338,258.95570934256057,-91.58955709342561,0.14020177435804057,9,0
185,5550,2,440,977,658,0.3235294117647059,2.1614763552479817,259.3771626297578,-41.59377162629758,0.13879975661446017,4,0
186,5580,2,435,984,665,0.31985294117647056,2.1527177047289503,258.32612456747404,-71.58326124567473,0.13741175904831557,7,0
187,5610,2,433,990,671,0.3183823529411765,2.149234429065744,257.90813148788925,-61.57908131487889,0.1360376414578324,6,0
188,5640,2,427,996,677,0.3139705882352941,2.138853806228374,256.66245674740486,-61.56662456747405,0.13467726504325409,6,0
189,5670,2,424,1000,681,0.311764705882353,2.133702422145329,256.04429065743943,-41.560442906574394,0.13333049239282155,4,0
190,5700,2,419,1010,691,0.3083753578667294,2.125837868816309,255.10054425795704,-101.55100544257957,0.13199718746889333,10,0
191,5730,2,428,1014,694,0.3147058823529412,2.140576701268743,256.86920415224915,-32.568692041522496,0.1306772155942044,3,0
192,5760,2,429,1020,700,0.318181371228417,2.148759274143733,257.85111289724796,-61.57851112897248,0.12937044343826234,6,0
193,5790,2,428,1021,701,0.3147058823529412,2.140576701268743,256.86920415224915,-11.56869204152249,0.12807673900387972,1,0
194,5820,2,424,1026,706,0.311764705882353,2.133702422145329,256.04429065743943,-51.560442906574394,0.12679597161384093,5,0
195,5850,2,419,1032,712,0.30808823529411766,2.1251744521337947,255.02093425605537,-61.55020934256056,0.12552801189770252,6,0
196,5880,2,418,1039,719,0.3073529411764706,2.123477508650519,254.81730103806228,-71.54817301038062,0.1242727317787255,7,0
197,5910,2,415,1046,726,0.30514705882352944,2.1184039792387543,254.20847750865053,-71.54208477508651,0.12303000446093824,7,0
198,5940,2,415,1052,732,0.30514705882352944,2.1184039792387543,254.20847750865053,-61.54208477508651,0.12179970441632886,6,0
199,5970,2,418,1061,741,0.3073529411764706,2.123477508650519,254.81730103806228,-91.54817301038062,0.12058170737216556,9,0
200,6000,2,423,1064,744,0.3110294117647059,2.1319910611303343,255.83892733564014,-31.5583892733564,0.1193758902984439,3,0
201,6030,2,427,1066,746,0.3139705882352941,2.138853806228374,256.66245674740486,-21.566624567474047,0.11818213139545947,2,0
202,6060,2,427,1070,750,0.3139705882352941,2.138853806228374,256.66245674740486,-41.56662456747405,0.11700031008150487,4,0
203,6090,2,437,1071,751,0.32132352941176473,2.1562125144175317,258.7455017301038,-11.587455017301037,0.11583030698068982,1,0
204,6120,2,434,1075,755,0.31911764705882356,2.1509746251441753,258.11695501730105,-41.58116955017301,0.11467200391088292,4,0
205,6150,2,441,1080,759,0.32426470588235295,2.163236735870819,259.5884083044983,-42.595884083044986,0.11352528387177409,4,0
206,6180,2,441,1083,762,0.32426470588235295,2.163236735870819,259.5884083044983,-31.595884083044982,0.11239003103305635,3,0
207,6210,2,440,1088,767,0.3235294117647059,2.1614763552479817,259.3771626297578,-51.59377162629758,0.11126613072272579,5,0
208,6240,2,446,1097,772,0.40368839107527327,2.236894296948391,268.427315633807,-52.684273156338065,0.11015346941549853,5,0
209,6270,2,452,1102,774,0.33235294117647063,2.182791234140715,261.9349480968858,-22.619349480968857,0.10905193472134354,2,0
210,6300,2,458,1106,777,0.33676470588235297,2.1936043829296428,263.23252595155714,-32.63232525951557,0.1079614153741301,3,0
211,6330,2,453,1111,782,0.3330882352941177,2.1845862168396772,262.1503460207613,-51.62150346020761,0.1068818012203888,5,0
212,6360,2,455,1119,789,0.33455882352941174,2.1881848327566322,262.58217993079586,-72.62582179930796,0.10581298320818491,7,0
213,6390,2,458,1126,794,0.33676470588235297,2.1936043829296428,263.23252595155714,-52.63232525951557,0.10475485337610306,5,0
214,6420,2,455,1129,797,0.33455882352941174,2.1881848327566322,262.58217993079586,-31.625821799307957,0.10370730484234203,3,0
215,6450,2,456,1132,800,0.33529411764705885,2.1899884659746256,262.79861591695504,-31.627986159169552,0.10267023179391861,3,0
216,6480,2,457,1137,805,0.3360294117647059,2.191794982698962,263.0153979238754,-51.630153979238756,0.10164352947597942,5,0
217,6510,2,457,1146,813,0.3360294117647059,2.191794982698962,263.0153979238754,-82.63015397923876,0.10062709418121962,8,0
218,6540,2,459,1150,817,0.3375,2.1954166666666666,263.45,-41.6345,0.09962082323940742,4,0
219,6570,2,454,1155,822,0.33382352941176474,2.1863840830449828,262.3660899653979,-51.62366089965398,0.09862461500701335,5,0
220,6600,2,453,1159,826,0.3330882352941177,2.1845862168396772,262.1503460207613,-41.62150346020761,0.09763836885694321,4,0
221,6630,2,460,1165,829,0.42493724253031234,2.2740955520370205,272.8914662444424,-32.728914662444424,0.09666198516837378,3,0
222,6660,2,465,1169,831,0.34191176470588236,2.20635092272203,264.7621107266436,-22.647621107266435,0.09569536531669004,2,0
223,6690,2,469,1172,834,0.34485294117647064,2.213698096885813,265.6437716262976,-31.656437716262975,0.09473841166352313,3,0
224,6720,2,463,1182,844,0.34044117647058825,2.2026946366782005,264.3233564013841,-101.64323356401384,0.0937910275468879,10,0
225,6750,2,462,1190,852,0.3397058823529412,2.2008708189158015,264.1044982698962,-81.64104498269896,0.09285311727141901,8,0
226,6780,2,471,1196,855,0.5216988394665445,2.4136877854528174,289.6425342543381,-32.89642534254338,0.09192458609870482,3,0
227,6810,2,469,1206,860,0.345446904728103,2.215187440448674,265.8224928538409,-52.65822492853841,0.09100534023771778,5,0
228,6840,2,480,1210,861,0.5762481036409381,2.5135181961156086,301.622183533873,-13.01622183533873,0.0900952868353406,1,0
229,6870,2,481,1217,864,0.455926075039328,2.3291307783407027,279.4956934008843,-32.794956934008844,0.08919433396698719,3,0
