slot,time,active_pms,total_containers,containers_finished,violations,avg_cpu_util,energy_kwh,power_watts,rl_reward,rl_epsilon,slot_violations,migrations
0,0,1,0,1,0,0.0,0.8333333333333334,100.0,-1.0,0.891,0,0
1,30,1,0,4,0,0.0,0.8333333333333334,100.0,-1.0,0.88209,0,0
2,60,1,0,4,0,0.0,0.8333333333333334,100.0,0.0,0.8732691,0,0
3,90,1,0,4,0,0.0,0.8333333333333334,100.0,0.0,0.8645364090000001,0,0
4,120,1,0,5,0,0.0,0.8333333333333334,100.0,-1.0,0.85589104491,0,0
5,150,1,7,6,0,0.3860294117647059,1.0613556084198386,127.36267301038063,-1.2736267301038062,0.8473321344609,0,0
6,180,1,9,6,0,0.3247549019607843,1.0118954648853005,121.42745578623607,-1.2142745578623606,0.8388588131162911,0,0
7,210,1,12,9,0,0.3828987051691471,1.0587071806698554,127.04486168038264,-1.2704486168038265,0.8304702249851281,0,0
8,240,1,13,13,0,0.4069432741973305,1.0793829770087393,129.52595724104873,-1.2952595724104872,0.8221655227352769,0,0
9,270,1,17,15,0,0.25,0.9583333333333334,115.0,-1.15,0.8139438675079241,0,0
10,300,1,18,16,0,0.3602941176470588,1.0399726066897348,124.79671280276817,-1.2479671280276816,0.8058044288328449,0,0
11,330,1,20,20,0,0.33003910964360084,1.0159635791440942,121.91562949729129,-1.219156294972913,0.7977463845445164,0,0
12,360,1,23,22,0,0.5487169603043578,1.2169658551185554,146.03590261422664,-1.4603590261422663,0.7897689206990712,0,0
13,390,1,25,24,0,0.26940851420551637,0.971523469752788,116.58281637033457,-1.1658281637033456,0.7818712314920805,0,0
14,420,1,29,27,0,0.43628696786215526,1.1056598681716205,132.67918418059446,-1.3267918418059446,0.7740525191771597,0,0
15,450,1,36,28,0,0.42102419575230576,1.0918489808566858,131.0218777028023,-1.310218777028023,0.7663119939853881,0,0
16,480,1,35,31,0,0.5025839210332884,1.1692550387985592,140.3106046558271,-1.403106046558271,0.7586488740455342,0,0
17,510,1,41,33,0,0.3578456158867733,1.0379841951685138,124.55810342022167,-1.2455810342022164,0.7510623853050789,0,0
18,540,1,47,35,0,0.2723951780065814,0.9735978146696852,116.83173776036223,-1.1683173776036222,0.7435517614520281,0,0
19,570,1,45,40,0,0.6151384574411355,1.2906430336957517,154.8771640434902,-1.548771640434902,0.7361162438375077,0,0
20,600,2,47,44,0,0.0811168417726993,1.7382910732329386,208.59492878795263,-2.085949287879526,0.7287550813991327,0,0
21,630,2,46,45,0,0.40997075060544325,2.388183210675604,286.58198528107243,-1.8658198528107244,0.7214675305851413,0,0
22,660,2,45,49,0,0.13980731803428792,1.7873102848258093,214.47723417909714,-2.1437283921998724,0.7142528552792899,0,3
